ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY,CLM_COUNT,EXPOSURE
1780186,0,7-Nov-55,44,0,10,54000,No,232000,Yes,F,Bachelors,Professional,5,Commercial,34260,1,Van,no,No,4,648,,Highly Urban/ Urban,3,1
745638636,0,6-Mar-51,48,0,11,38000,No,169000,Yes,M,Below High School,Clerical,37,Private,28200,4,Minivan,no,No,0,0,1,Highly Urban/ Urban,0,1
750125593,0,3-Sep-47,52,0,10,77000,No,,No,M,High School,Manager,34,Commercial,25370,4,Panel Truck,no,No,1,0,5,Highly Urban/ Urban,0,1
793707317,0,26-Aug-50,49,0,12,33000,No,,Yes,F,High School,Student,33,Commercial,21100,13,Minivan,no,Yes,3,0,7,Highly Urban/ Urban,0,1
73039579,0,4-Jun-78,21,4,0,0,No,,Yes,F,High School,Student,24,Commercial,15650,3,SUV,yes,No,0,0,,Highly Rural/ Rural,0,1
463293999,0,6-Feb-48,51,0,17,48000,No,200000,Yes,F,High School,Professional,39,Private,24450,1,Minivan,no,No,0,0,10,Highly Urban/ Urban,0,1
65406682,0,12-Nov-48,51,0,8,13000,No,131000,Yes,M,Below High School,Clerical,30,Private,2750,1,Minivan,yes,Yes,1,0,1,Highly Urban/ Urban,0,1
178223169,0,21-Feb-53,46,0,12,75000,No,276000,Yes,F,Bachelors,Blue Collar,37,Commercial,13930,7,SUV,no,No,0,0,7,Highly Urban/ Urban,0,1
279475690,0,13-Jul-55,44,0,11,36000,No,,No,M,Masters,Unknown,65,Commercial,6980,11,Pickup,yes,Yes,0,0,15,Highly Urban/ Urban,0,0.846
137542212,0,20-Sep-56,43,0,12,85000,No,256000,Yes,M,High School,Professional,20,Private,25160,14,Minivan,yes,No,0,0,1,Highly Urban/ Urban,0,1
740698592,0,6-Dec-57,41,0,11,35000,No,,No,M,Below High School,Clerical,34,Private,13140,1,Minivan,yes,No,0,0,5,Highly Urban/ Urban,0,1
896613125,0,16-Apr-60,39,0,14,29000,No,,No,M,Below High School,Clerical,50,Commercial,18930,1,Van,yes,Yes,5,4754,1,Highly Urban/ Urban,3,0.492
466811413,1,6-Feb-54,45,1,13,76000,Yes,,No,F,Bachelors,Blue Collar,31,Private,11240,7,SUV,no,No,1,0,5,Highly Urban/ Urban,0,1
356622491,0,9-Apr-38,61,0,10,46000,No,197000,Yes,M,Bachelors,Blue Collar,24,Private,12220,1,Sports Car,yes,Yes,3,24720,,Highly Urban/ Urban,3,0.801
918785477,0,2-May-44,55,0,5,61000,No,234000,Yes,M,Bachelors,Manager,15,Private,15320,7,Minivan,yes,No,0,0,14,Highly Urban/ Urban,0,1
738402282,0,16-May-76,23,5,14,12000,No,109000,Yes,F,Below High School,Clerical,26,Private,5080,6,Sports Car,no,No,4,540,1,Highly Urban/ Urban,3,0.498
367011503,0,24-Apr-51,48,0,15,16000,No,113000,Yes,M,Masters,Manager,21,Private,15590,10,Minivan,yes,No,2,0,18,Highly Urban/ Urban,0,0.72
238162256,0,7-Nov-51,48,0,11,38000,No,,No,F,Masters,Lawyer,18,Private,22400,4,Minivan,no,No,3,0,12,Highly Urban/ Urban,0,1
474958398,0,22-Oct-49,50,0,13,63000,No,,No,F,High School,Blue Collar,36,Commercial,13790,6,SUV,no,No,1,0,10,Highly Urban/ Urban,0,1
378873543,0,11-Feb-36,63,0,7,53000,No,210000,Yes,F,Bachelors,Manager,46,Private,13060,3,Sports Car,no,No,0,0,7,Highly Urban/ Urban,0,1
963973563,0,16-Oct-59,40,0,14,93000,No,293000,No,F,Masters,Lawyer,35,Private,27270,7,Minivan,no,No,0,0,14,Highly Urban/ Urban,0,0.744
905198638,0,20-Apr-54,45,0,14,49000,No,213000,No,F,High School,Clerical,41,Private,18510,6,SUV,no,No,0,0,1,Highly Urban/ Urban,0,1
59026158,0,20-Sep-46,53,0,15,108000,No,,Yes,M,Bachelors,Professional,16,Private,26870,6,Minivan,no,No,0,0,1,Highly Urban/ Urban,0,1
930962228,0,14-Feb-59,40,0,8,17000,No,154000,No,F,High School,Home Maker,7,Private,22940,4,Pickup,no,No,4,0,6,Highly Urban/ Urban,0,1
595463329,0,31-Jan-47,52,0,9,141000,No,387000,No,M,Masters,Professional,66,Commercial,21620,6,Van,yes,No,0,54928,7,Highly Urban/ Urban,1,1
275063923,0,22-Mar-52,47,0,9,40000,No,148000,Yes,M,Below High School,Clerical,59,Private,10940,1,Pickup,yes,No,0,0,1,Highly Urban/ Urban,0,1
865839595,0,29-Nov-51,47,0,11,61000,No,,No,F,Bachelors,Clerical,16,Private,10830,13,SUV,no,No,2,0,5,Highly Urban/ Urban,0,1
238170161,0,8-Jan-68,31,4,14,48000,No,134000,Yes,F,High School,Clerical,15,Private,1500,1,Sports Car,no,Yes,1,4123,1,Highly Urban/ Urban,3,1
676767970,0,7-Jun-32,67,2,8,,No,392000,Yes,M,Doctors,Doctor,56,Private,24940,10,Minivan,yes,No,3,0,1,Highly Urban/ Urban,0,0.936
405245524,0,16-Feb-51,48,0,10,199000,No,507000,Yes,F,Doctors,Manager,30,Commercial,39720,1,Panel Truck,no,No,1,0,13,Highly Urban/ Urban,0,1
562352717,0,6-Mar-59,40,0,0,0,No,,No,F,Below High School,Home Maker,56,Private,5260,1,Sports Car,no,No,0,4809,1,Highly Urban/ Urban,2,0.867
285403579,0,29-Aug-44,55,0,8,63000,No,242000,Yes,F,Bachelors,Professional,16,Private,17140,10,Minivan,no,No,2,0,15,Highly Urban/ Urban,0,1
825919843,0,25-Sep-62,37,0,11,30000,No,,No,F,Bachelors,Home Maker,31,Private,18980,6,SUV,no,No,2,0,6,Highly Urban/ Urban,0,1
660450297,0,16-Feb-41,58,0,12,71000,No,267000,Yes,M,Below High School,Blue Collar,40,Private,14160,1,Minivan,yes,Yes,6,4610,5,Highly Rural/ Rural,3,1
731954192,0,23-Oct-69,30,2,14,,Yes,,No,M,Masters,Unknown,52,Commercial,19340,6,Van,yes,Yes,0,3463,17,Highly Urban/ Urban,2,1
741602674,0,3-Mar-45,54,0,10,47000,No,212000,No,M,Masters,Lawyer,40,Private,18990,13,Van,no,No,0,3850,13,Highly Urban/ Urban,4,1
196914532,0,23-May-51,48,0,6,133000,No,,No,M,Doctors,Unknown,31,Commercial,7540,1,Pickup,yes,No,2,0,19,Highly Urban/ Urban,0,1
287427656,0,12-Apr-65,34,2,0,0,Yes,,No,M,Below High School,Student,38,Private,9220,6,Pickup,yes,No,3,0,5,Highly Urban/ Urban,0,1
505765844,0,3-Mar-68,31,4,18,24000,No,,Yes,F,Below High School,Student,9,Private,16830,1,Pickup,no,No,5,0,1,Highly Urban/ Urban,0,1
471663062,0,30-Sep-53,46,0,11,82000,No,235000,Yes,M,Bachelors,Manager,19,Private,15890,10,Minivan,no,No,3,0,15,Highly Urban/ Urban,0,1
429672274,0,8-Jul-62,37,0,8,96000,No,,No,F,Bachelors,Professional,37,Private,37180,1,Sports Car,no,No,0,1166,11,Highly Urban/ Urban,2,1
406648980,0,31-Mar-62,37,1,,45000,No,147000,Yes,F,Below High School,Blue Collar,19,Private,9740,1,SUV,no,No,4,0,1,Highly Urban/ Urban,0,1
793707317,0,26-Aug-50,49,0,12,33000,No,,Yes,F,High School,Student,33,Commercial,19940,6,SUV,no,No,0,0,7,Highly Urban/ Urban,0,1
246306250,0,22-Jan-70,29,2,12,54000,Yes,174000,No,M,Below High School,Clerical,39,Private,1500,4,Minivan,no,No,5,5520,6,Highly Urban/ Urban,2,0.009
79703186,0,29-Nov-47,51,0,10,81000,No,231000,Yes,F,Bachelors,Manager,38,Private,11160,13,Sports Car,no,No,0,7463,,Highly Urban/ Urban,3,0.354
577436216,0,25-Aug-56,43,0,12,58000,No,218000,Yes,M,Bachelors,Professional,33,Private,11580,1,Pickup,yes,No,1,0,9,Highly Urban/ Urban,0,1
889349299,0,11-May-60,39,3,12,,No,,Yes,F,Bachelors,Student,7,Commercial,6930,3,SUV,no,No,0,0,10,Highly Rural/ Rural,0,1
19445884,0,29-Nov-44,54,0,11,63000,No,,No,M,Masters,Lawyer,52,Private,7650,1,Pickup,yes,No,0,3897,15,Highly Urban/ Urban,4,1
55084702,0,21-Nov-83,,3,0,0,Yes,,No,M,Bachelors,Student,5,Commercial,1500,10,Minivan,yes,No,7,3092,8,Highly Urban/ Urban,5,1
844109080,0,21-Aug-62,37,2,13,4000,No,,Yes,M,High School,Student,36,Private,9960,6,Minivan,no,No,3,4155,1,Highly Urban/ Urban,3,0.741
577235524,0,31-Jan-52,47,0,10,31000,No,173000,Yes,M,Below High School,Clerical,31,Private,27760,4,Minivan,no,No,1,0,4,Highly Urban/ Urban,0,1
848731984,0,14-Jun-60,39,0,12,152000,No,,No,M,Doctors,Manager,30,Commercial,16730,1,Van,yes,Yes,1,0,18,Highly Urban/ Urban,0,1
95461310,1,11-May-60,39,2,9,25000,No,195000,Yes,F,High School,Blue Collar,32,Commercial,18810,6,SUV,no,No,3,6653,10,Highly Urban/ Urban,2,1
783679137,0,4-Sep-46,53,0,12,116000,No,357000,No,M,Doctors,Unknown,5,Commercial,27300,4,Panel Truck,no,No,4,0,12,Highly Urban/ Urban,0,1
322211418,0,31-Aug-70,29,1,12,45000,No,122000,Yes,M,High School,Clerical,41,Private,8780,6,Pickup,no,No,0,0,1,Highly Urban/ Urban,0,1
106831659,0,23-Jan-60,39,0,13,22000,No,,No,F,High School,Clerical,26,Private,13150,1,SUV,no,No,0,4209,1,Highly Urban/ Urban,4,1
468773932,2,24-Feb-55,44,3,10,84000,No,279000,Yes,F,Masters,Unknown,24,Commercial,15310,13,Pickup,no,No,0,0,13,Highly Urban/ Urban,0,1
437006760,0,29-Sep-49,50,0,13,65000,No,236000,Yes,M,Bachelors,Manager,28,Commercial,27460,6,Panel Truck,yes,No,3,0,6,Highly Urban/ Urban,0,0.456
652428209,0,31-Jan-63,36,0,11,67000,No,240000,Yes,M,Masters,Professional,40,Commercial,23050,10,Panel Truck,no,No,1,0,19,Highly Urban/ Urban,0,1
303611470,0,1-Nov-54,45,3,14,74000,No,231000,Yes,F,Bachelors,Clerical,14,Private,14060,11,SUV,no,No,6,0,10,Highly Urban/ Urban,0,1
435399053,0,13-Aug-41,58,0,16,7000,No,,Yes,M,Below High School,Student,23,Commercial,4790,1,Pickup,no,Yes,4,3626,7,Highly Urban/ Urban,8,0.12
205348223,0,27-Jun-64,35,1,13,72000,Yes,,No,M,Doctors,Doctor,31,Private,19700,5,Van,yes,No,7,3332,13,Highly Urban/ Urban,2,1
918305228,0,12-Jul-53,46,0,7,130000,No,363000,No,F,High School,Professional,37,Private,24180,11,SUV,no,No,4,0,1,Highly Urban/ Urban,0,1
59026158,0,20-Sep-45,54,0,15,144000,No,368000,Yes,M,Masters,Unknown,16,Commercial,27810,12,Panel Truck,no,No,1,0,14,Highly Urban/ Urban,0,1
598404152,0,17-Dec-46,52,0,13,1000,No,,No,F,High School,Home Maker,45,Private,19420,1,Minivan,no,No,0,0,5,Highly Rural/ Rural,0,1
514109893,0,8-May-73,26,1,9,74000,Yes,,No,F,Bachelors,Professional,44,Commercial,9150,13,SUV,no,No,5,3760,7,Highly Urban/ Urban,2,1
325267397,0,19-Dec-69,29,2,8,36000,Yes,,No,M,High School,Blue Collar,30,Commercial,8030,6,Pickup,yes,No,0,0,9,Highly Rural/ Rural,0,1
881931140,0,3-Feb-52,47,0,14,15000,No,,Yes,F,Bachelors,Student,42,Commercial,7590,7,Minivan,no,No,2,0,14,Highly Urban/ Urban,0,1
155491162,0,2-Sep-51,48,0,13,,No,184000,Yes,M,Doctors,Doctor,30,Private,7830,1,Minivan,yes,No,0,0,13,Highly Urban/ Urban,0,0.27
411005113,0,17-Dec-59,39,0,9,24000,No,,No,F,High School,Clerical,24,Private,8710,1,SUV,no,No,2,0,8,Highly Rural/ Rural,0,1
542875211,0,7-Dec-53,45,3,14,65000,No,256000,Yes,M,High School,Clerical,48,Commercial,20970,1,Van,yes,No,0,0,1,Highly Rural/ Rural,0,0.912
968418547,0,7-Dec-60,38,2,14,59000,No,194000,Yes,M,Bachelors,Blue Collar,41,Commercial,20750,1,Minivan,yes,No,6,2856,10,Highly Urban/ Urban,3,1
163806448,2,17-Nov-54,45,3,17,,Yes,,No,F,Masters,Lawyer,64,Private,19550,10,SUV,no,No,5,5458,14,Highly Urban/ Urban,5,0.537
522803483,0,7-Oct-48,51,0,12,35000,No,196000,Yes,F,Below High School,Blue Collar,38,Private,5000,7,SUV,no,No,0,0,6,Highly Rural/ Rural,0,1
116976170,1,4-Jul-63,36,1,12,17000,Yes,,No,M,Below High School,Blue Collar,34,Private,12190,1,Pickup,no,No,1,0,4,Highly Rural/ Rural,0,1
922205147,0,16-Aug-69,30,0,7,11000,No,,No,M,Below High School,Clerical,22,Commercial,11700,4,Pickup,yes,No,8,3242,7,Highly Urban/ Urban,2,1
333291096,0,13-Jun-55,44,2,13,57000,No,209000,Yes,M,High School,Manager,23,Commercial,11630,1,Pickup,no,No,0,0,1,Highly Urban/ Urban,0,1
705372363,0,21-Jun-75,24,3,15,13000,No,105000,Yes,F,High School,Clerical,38,Private,1500,6,SUV,no,No,4,1397,1,Highly Urban/ Urban,5,0.453
30182732,0,7-Jan-70,29,1,14,16000,No,,Yes,F,Below High School,Student,28,Private,29510,4,Pickup,no,No,0,0,1,Highly Urban/ Urban,0,1
529201050,2,28-May-61,38,3,11,145000,No,407000,Yes,M,Doctors,Unknown,15,Commercial,19810,6,Van,yes,No,0,7692,12,Highly Urban/ Urban,1,1
188465204,0,2-Feb-50,49,0,10,71000,No,219000,Yes,M,Bachelors,Manager,28,Private,17640,10,Minivan,yes,No,3,0,13,Highly Urban/ Urban,0,1
599982867,0,11-Jan-67,32,1,11,21000,Yes,,No,F,Below High School,Clerical,30,Private,14790,11,Minivan,no,No,5,4007,1,Highly Urban/ Urban,6,0.75
894679103,1,15-Nov-59,40,2,12,4000,No,69000,Yes,F,Below High School,Home Maker,38,Private,22010,1,Pickup,no,No,5,2193,,Highly Urban/ Urban,4,1
602256369,0,12-Jun-70,29,2,14,45000,No,149000,Yes,F,High School,Blue Collar,11,Commercial,21330,4,SUV,no,No,0,0,1,Highly Urban/ Urban,0,1
926623047,0,23-May-49,50,0,14,127000,No,340000,Yes,M,Doctors,Manager,34,Private,1500,1,Minivan,yes,No,2,0,16,Highly Urban/ Urban,0,1
220259253,0,17-Dec-76,22,0,10,5000,No,,Yes,M,Bachelors,Student,46,Commercial,3800,1,Minivan,yes,Yes,6,1749,1,Highly Urban/ Urban,2,1
77489717,0,6-Nov-61,38,2,10,54000,Yes,,No,F,Below High School,Blue Collar,53,Private,10650,1,Sports Car,no,No,4,4617,4,Highly Urban/ Urban,3,1
14412940,0,29-Oct-57,42,0,6,83000,No,,No,M,Bachelors,Blue Collar,41,Commercial,20730,6,Van,yes,No,2,22244,1,Highly Urban/ Urban,3,0.144
602299917,0,30-Nov-49,49,0,11,13000,No,159000,No,M,Below High School,Blue Collar,71,Private,12540,6,Minivan,yes,No,5,33591,8,Highly Urban/ Urban,2,0.981
320359089,0,10-Aug-72,27,1,9,37000,Yes,,No,F,Below High School,Blue Collar,5,Private,7910,1,SUV,no,No,1,4021,1,Highly Urban/ Urban,2,1
254109469,0,25-May-37,62,0,12,12000,No,,No,M,Bachelors,Student,47,Private,8870,7,SUV,no,No,0,0,3,Highly Rural/ Rural,0,1
274305518,0,14-Feb-54,45,1,17,5000,No,,Yes,F,High School,Student,32,Private,12990,6,SUV,no,No,0,0,1,Highly Urban/ Urban,0,1
879651632,0,22-Aug-55,44,0,8,45000,No,177000,Yes,M,High School,Clerical,49,Private,9180,10,Minivan,yes,No,6,0,1,Highly Urban/ Urban,0,1
269953133,0,26-Aug-51,48,0,12,50000,No,,No,F,High School,Professional,5,Private,11270,7,SUV,no,No,0,0,7,Highly Urban/ Urban,0,1
363126949,0,3-Aug-69,30,2,,26000,No,165000,Yes,F,High School,Clerical,68,Private,4120,1,Sports Car,no,No,0,0,1,Highly Rural/ Rural,0,0.804
287982920,1,21-Dec-60,38,1,12,149000,No,390000,Yes,M,Bachelors,Professional,24,Commercial,20250,3,Van,no,No,0,0,6,Highly Urban/ Urban,0,0.597
695588460,0,17-Nov-61,38,4,19,31000,No,136000,Yes,F,Below High School,Clerical,15,Private,8370,3,SUV,no,No,2,0,4,Highly Rural/ Rural,0,0.735
537840281,0,28-Aug-63,36,0,7,37000,No,,No,F,High School,Clerical,35,Private,5100,11,SUV,no,No,0,0,1,Highly Rural/ Rural,0,1
87857072,0,15-Nov-65,34,1,10,,No,343000,Yes,M,Doctors,Unknown,38,Commercial,19190,8,Van,no,No,0,0,8,Highly Urban/ Urban,0,0.357
782271696,0,24-Oct-58,41,0,13,55000,No,,No,F,Bachelors,Blue Collar,29,Commercial,16880,10,SUV,no,Yes,0,3762,13,Highly Urban/ Urban,2,0.648
13237023,0,23-Oct-47,52,0,12,23000,No,176000,No,M,Below High School,Blue Collar,25,Private,6960,13,Pickup,yes,No,0,0,8,Highly Urban/ Urban,0,1
413358029,0,18-Oct-54,45,1,12,213000,Yes,554000,No,M,Doctors,Doctor,24,Private,14830,1,Minivan,yes,Yes,4,0,20,Highly Urban/ Urban,0,1
587062406,0,18-Feb-42,57,0,11,115000,No,,No,M,Doctors,Unknown,26,Commercial,26900,4,Panel Truck,no,No,0,5951,13,Highly Urban/ Urban,3,1
700098445,0,22-Apr-57,42,0,12,83000,No,208000,No,F,Masters,Lawyer,59,Private,9770,6,SUV,no,No,0,0,19,Highly Urban/ Urban,0,1
141897395,0,1-Jul-53,46,0,14,125000,No,347000,Yes,M,Masters,Lawyer,29,Private,18640,1,Van,no,No,2,0,17,Highly Urban/ Urban,0,0.117
644968163,0,19-Mar-34,65,0,0,0,No,94000,Yes,F,High School,Home Maker,24,Private,8000,1,Sports Car,no,Yes,0,1758,6,Highly Urban/ Urban,2,1
574782195,0,14-Jan-40,59,0,8,137000,No,350000,Yes,F,Masters,Lawyer,59,Private,16430,11,SUV,no,No,3,0,19,Highly Urban/ Urban,0,1
146492809,0,11-May-67,32,2,10,52000,No,213000,Yes,F,High School,Clerical,23,Private,10750,9,SUV,no,No,2,0,1,Highly Urban/ Urban,0,0.957
621666580,0,5-Mar-64,35,1,12,15000,No,116000,Yes,F,Below High School,Clerical,6,Private,6520,20,Sports Car,no,No,5,0,4,Highly Urban/ Urban,0,1
283577004,0,29-Aug-52,47,0,10,58000,No,,No,M,Below High School,Blue Collar,24,Commercial,12970,10,Minivan,yes,Yes,5,4289,1,Highly Rural/ Rural,3,1
420936375,0,9-Dec-63,35,0,0,0,No,,Yes,M,High School,Student,5,Commercial,1500,9,Minivan,yes,No,0,0,1,Highly Urban/ Urban,0,1
634782735,0,15-Oct-65,34,0,9,31000,No,116000,Yes,F,High School,Clerical,63,Private,13700,5,SUV,no,No,2,5884,7,Highly Urban/ Urban,4,0.882
631228149,0,17-Feb-49,50,0,,0,No,90000,Yes,F,Bachelors,Student,31,Commercial,6500,13,SUV,no,No,2,0,7,Highly Urban/ Urban,0,1
657953193,0,5-Sep-48,51,0,11,66000,No,165000,Yes,M,High School,Manager,35,Private,19990,4,Van,yes,No,0,1669,1,Highly Urban/ Urban,5,0.444
250477489,0,6-Feb-54,45,0,14,80000,No,258000,Yes,F,Masters,Lawyer,35,Private,20720,4,Pickup,no,No,0,0,15,Highly Urban/ Urban,0,1
224170926,0,18-Jul-58,41,3,0,0,No,,Yes,F,Bachelors,Student,40,Commercial,12830,1,SUV,no,No,0,0,5,Highly Rural/ Rural,0,1
333169593,0,26-Oct-48,51,0,7,77000,No,256000,Yes,F,Masters,Professional,20,Private,21080,7,SUV,no,No,0,0,5,Highly Urban/ Urban,0,0.87
813753191,0,13-Mar-56,43,1,14,39000,No,174000,Yes,F,High School,Clerical,21,Private,26470,7,Pickup,no,No,0,0,1,Highly Rural/ Rural,0,1
325158489,0,22-Jun-63,36,2,12,39000,No,152000,Yes,F,High School,Clerical,54,Private,5100,1,SUV,no,No,0,2034,1,Highly Urban/ Urban,4,1
327882186,1,6-Mar-62,37,2,0,0,No,81000,Yes,F,Bachelors,Home Maker,26,Private,7070,1,Sports Car,no,No,1,2753,6,Highly Urban/ Urban,4,0.117
514595523,0,3-Aug-55,44,0,0,0,No,97000,Yes,F,High School,Home Maker,36,Private,1500,7,SUV,no,No,1,0,8,Highly Rural/ Rural,0,1
14285900,0,25-Apr-46,53,0,13,118000,No,,No,M,Masters,Lawyer,5,Private,6800,10,Pickup,yes,No,0,0,1,Highly Rural/ Rural,0,1
960111964,0,4-Dec-51,47,0,0,0,No,121000,Yes,F,Masters,Home Maker,23,Commercial,23060,17,Pickup,no,No,0,4868,18,Highly Urban/ Urban,1,0.237
218053322,1,25-Nov-41,57,1,14,42000,No,161000,Yes,M,High School,Professional,23,Commercial,7200,4,Pickup,yes,No,0,4389,5,Highly Urban/ Urban,3,0.432
804109445,0,17-Jan-45,54,0,13,78000,No,300000,Yes,M,Bachelors,Blue Collar,72,Commercial,26930,1,Minivan,yes,No,0,0,13,Highly Rural/ Rural,0,1
600674233,0,6-Jun-53,46,0,10,37000,No,,No,F,Masters,Home Maker,24,Private,22770,4,Minivan,no,No,1,0,16,Highly Rural/ Rural,0,0.729
148932515,0,1-Sep-62,37,0,12,103000,No,277000,Yes,M,Bachelors,Professional,38,Commercial,21620,7,Van,no,No,2,4451,1,Highly Urban/ Urban,5,1
302594351,0,22-Sep-43,56,0,15,119000,No,336000,Yes,M,Bachelors,Blue Collar,59,Commercial,15390,1,Minivan,yes,No,0,0,9,Highly Rural/ Rural,0,1
9283031,0,15-Jun-34,65,0,15,22000,No,128000,Yes,F,High School,Clerical,14,Private,11340,9,Sports Car,no,Yes,0,4699,1,Highly Urban/ Urban,1,1
98258048,0,11-Jan-46,53,0,9,12000,No,136000,No,F,Doctors,Home Maker,33,Private,25950,1,Minivan,no,No,5,0,10,Highly Urban/ Urban,0,1
70771420,0,27-Jun-73,26,1,12,50000,No,169000,Yes,F,High School,Clerical,48,Private,9140,6,Sports Car,no,No,0,0,1,Highly Rural/ Rural,0,1
4849209,1,23-Sep-59,40,1,10,30000,Yes,,No,F,Below High School,Blue Collar,20,Private,4510,1,Sports Car,no,No,0,0,,Highly Rural/ Rural,0,1
408480738,0,24-Mar-47,52,0,7,65000,No,,No,M,Bachelors,Blue Collar,34,Commercial,6700,10,Pickup,no,No,2,4419,16,Highly Urban/ Urban,4,1
379183515,0,8-Apr-49,50,0,14,18000,No,82000,Yes,F,Below High School,Clerical,21,Private,9540,1,SUV,no,No,0,0,9,Highly Urban/ Urban,0,1
308799522,0,9-Oct-55,44,0,11,62000,No,,No,M,Masters,Professional,42,Private,5900,1,Pickup,yes,Yes,0,0,18,Highly Urban/ Urban,0,1
96173378,0,2-Dec-46,52,0,11,82000,No,274000,Yes,F,High School,Blue Collar,56,Commercial,6700,1,SUV,no,No,6,5497,1,Highly Urban/ Urban,2,0.057
843851522,1,3-Feb-62,37,2,7,89000,Yes,252000,No,F,Bachelors,Professional,64,Private,14130,1,Sports Car,no,No,0,3643,8,Highly Urban/ Urban,3,0.969
108496672,0,22-Sep-56,43,2,16,64000,No,220000,Yes,M,High School,Clerical,57,Private,12160,10,Minivan,no,No,1,0,1,Highly Rural/ Rural,0,1
519300087,0,14-Dec-51,47,0,8,64000,No,,No,F,Bachelors,Blue Collar,49,Private,9550,1,Minivan,no,No,0,0,1,Highly Urban/ Urban,0,1
847998804,0,30-Jun-58,41,0,12,18000,No,94000,No,F,High School,Home Maker,27,Private,5600,10,SUV,no,No,1,0,6,Highly Urban/ Urban,0,1
672549561,0,12-Feb-48,51,0,11,102000,No,,No,M,Masters,Professional,56,Private,14620,3,Minivan,no,No,0,0,14,Highly Urban/ Urban,0,1
530251708,1,11-Jan-60,39,1,12,71000,No,223000,Yes,M,High School,Blue Collar,55,Commercial,17900,1,Van,no,No,0,0,9,Highly Rural/ Rural,0,0.306
185505417,0,28-Nov-50,48,0,0,0,No,,No,F,High School,Home Maker,5,Private,8640,1,SUV,no,No,4,0,1,Highly Urban/ Urban,0,1
66782260,0,29-Mar-65,34,2,12,55000,No,202000,Yes,F,Bachelors,Blue Collar,56,Commercial,8390,10,SUV,no,No,0,0,6,Highly Urban/ Urban,0,1
214927448,0,7-Jan-41,58,0,8,78000,No,271000,Yes,M,Bachelors,Professional,34,Commercial,42010,4,Panel Truck,yes,No,8,0,8,Highly Urban/ Urban,0,1
805454074,0,11-Apr-65,34,0,5,60000,No,166000,No,M,Bachelors,Professional,51,Commercial,23040,1,Panel Truck,no,No,3,931,7,Highly Urban/ Urban,4,1
607763262,0,22-Sep-56,43,0,6,39000,No,,No,M,High School,Blue Collar,39,Commercial,21660,6,Van,no,No,0,0,1,Highly Rural/ Rural,0,1
352733454,0,27-Jul-62,37,0,7,115000,No,301000,Yes,F,Bachelors,Manager,34,Private,33240,6,SUV,no,No,2,0,12,Highly Urban/ Urban,0,1
761909052,0,27-Nov-57,41,0,10,28000,No,152000,No,F,High School,Home Maker,40,Private,8390,6,Sports Car,no,No,4,0,6,Highly Rural/ Rural,0,1
318075197,1,20-Jul-37,62,1,2,55000,No,237000,Yes,F,Masters,Lawyer,16,Private,15770,4,Sports Car,no,No,6,0,14,Highly Urban/ Urban,0,1
457288786,2,23-Nov-58,40,2,14,12000,No,108000,Yes,M,Masters,Manager,47,Commercial,22310,1,Van,yes,No,5,7406,15,Highly Urban/ Urban,1,0.945
973329537,0,17-Dec-52,46,0,9,20000,No,,Yes,M,High School,Student,14,Private,7310,7,Pickup,yes,No,0,0,1,Highly Urban/ Urban,0,0.426
821783400,0,16-Jun-56,43,2,15,98000,No,,Yes,F,Masters,Lawyer,14,Private,21720,1,Pickup,no,No,1,0,15,Highly Urban/ Urban,0,0.699
852625368,0,6-Aug-69,30,2,12,78000,No,246000,Yes,F,Below High School,Blue Collar,57,Private,17630,10,SUV,no,No,3,0,,Highly Rural/ Rural,0,1
945502940,0,27-Mar-57,42,0,6,22000,No,141000,Yes,M,High School,Blue Collar,47,Commercial,12100,1,Minivan,yes,No,0,0,9,Highly Urban/ Urban,0,0.807
493488273,1,28-Oct-58,41,2,15,80000,Yes,,No,F,Masters,Lawyer,18,Private,25990,1,Minivan,no,Yes,3,0,14,Highly Urban/ Urban,0,1
384934557,0,20-Jan-61,38,1,0,0,No,,Yes,F,Below High School,Student,17,Private,5850,6,SUV,no,No,6,3333,8,Highly Rural/ Rural,2,1
117032050,0,9-Sep-52,47,0,11,70000,No,265000,Yes,M,Bachelors,Blue Collar,63,Commercial,10510,4,Minivan,no,No,0,0,13,Highly Urban/ Urban,0,1
151800477,0,27-Nov-69,29,2,13,26000,No,172000,Yes,F,High School,Clerical,29,Commercial,16200,4,Pickup,no,No,1,8484,1,Highly Urban/ Urban,5,1
786755285,0,6-Apr-61,38,0,12,32000,No,151000,Yes,M,Below High School,Blue Collar,36,Private,5400,1,Pickup,no,No,0,0,1,Highly Urban/ Urban,0,0.519
650019033,0,15-Oct-37,62,0,12,34000,No,,No,M,High School,Blue Collar,69,Commercial,11100,14,Sports Car,no,No,7,8162,1,Highly Urban/ Urban,2,1
983095699,0,21-Apr-61,38,0,4,22000,No,158000,Yes,M,High School,Clerical,32,Commercial,7500,6,Pickup,yes,No,2,5629,,Highly Urban/ Urban,4,0.54
737237055,0,16-Apr-58,41,2,13,,Yes,241000,No,F,Bachelors,Professional,25,Private,19600,4,Sports Car,no,No,0,0,7,Highly Urban/ Urban,0,1
