x,y,group
0.5537058438,-3.589388433,1
-0.243604995,0.2950481863,0
1.6839104792,2.101440112,1
-0.087968012,-0.118471571,0
-3.382824861,-0.322926019,1
2.8864919823,0.6029387178,1
-0.101641877,-0.237623322,0
-0.680592608,3.7347289567,1
3.1890890364,-0.488853058,1
-2.585294508,-0.486448614,1
0.0077956347,0.0056840553,0
2.5097233801,2.0617360905,1
0.2631106835,-3.109180007,1
0.0539663495,0.0173622742,0
-0.383087076,0.9289168774,0
0.1548285781,-3.70177291,1
0.1727414954,0.571272069,0
3.7679692485,0.948739211,1
-1.870182585,2.228090944,1
-1.203094365,-0.23830315,0
-0.586744214,-0.035832841,0
-0.301523888,0.0902756576,0
1.1637865976,-2.918056067,1
-2.268686852,1.4132127691,1
-0.011142426,-0.082549128,0
0.4277130505,-0.708636429,0
-0.929171107,0.5664956545,0
0.0596679777,-1.075147448,0
-0.910084993,0.742655468,0
0.6597698809,-2.548597308,1
-2.129947925,2.7184029433,1
0.2342702457,0.1616376197,0
-1.059339876,-0.191930631,0
3.825024856,-0.069320783,1
0.0081822343,1.1308210975,0
-0.58051571,0.0124580765,0
3.2271845195,1.5166343097,1
2.0911124453,-1.875773346,1
-2.07351269,2.6730255312,1
0.2031015909,-0.382901884,0
-0.015093981,-0.12885728,0
1.5355837655,2.4496073934,1
3.6270735898,1.289378858,1
-0.846666709,-0.325240396,0
0.205398862,0.1274066496,0
-0.256791954,0.0058900498,0
-3.416136891,-1.623103625,1
0.7658147307,-0.024496834,0
-2.772538979,1.7570261602,1
-2.423160715,-2.473652285,1
-0.115535969,-0.004452519,0
-2.527896288,0.6445686245,1
-3.032309827,2.4434015033,1
0.5708375405,-3.220396944,1
3.8794973838,0.3841557834,1
-3.210271347,0.0794347641,1
0.758311628,-3.260392393,1
-1.815976443,-3.060192126,1
-3.507070915,-0.179360664,1
0.4388851748,0.8619076503,0
-0.082132586,0.0585884087,0
3.0653113032,0.5706281802,1
-0.052610261,-0.002507727,0
-0.591022999,2.6213387059,1
-2.774303577,-2.629545216,1
0.2405883913,-0.483325584,0
-0.207953021,-3.559930404,1
-1.931591351,-1.730883429,1
3.3319981304,-0.119515608,1
-1.141557929,-2.505646964,1
0.524082517,-0.548453921,0
-2.818933624,1.6156354494,1
3.7661963487,0.1660671435,1
0.4553052406,0.0397802748,0
-1.092877707,3.2942155287,1
0.0039107582,-0.004491333,0
2.0670757257,2.5454893178,1
-0.271741583,1.1895071545,0
1.7830288997,3.2593823991,1
0.1474346107,0.5110315162,0
0.8758350388,2.489145279,1
0.0492478494,-1.225781143,0
0.1689637987,2.9140554061,1
0.3828130581,0.4285746688,0
-3.225499464,1.1916393668,1
0.0640263099,-2.834561649,1
-1.126919393,3.0288335298,1
-2.172660207,1.260516041,1
1.8116714437,1.7075424209,1
-0.337722355,1.0020876441,0
0.7232957434,0.4736651216,0
-2.136613527,1.4482167425,1
2.3198806273,2.9000921455,1
-2.559364814,-0.065561226,1
0.0033242277,-0.402788166,0
3.1561646149,1.3297763202,1
3.149055952,-2.282599797,1
0.0634047356,0.0160665732,0
2.4001725057,-1.230925012,1
2.2538931578,1.3170477495,1
2.8891841323,1.5465948918,1
-0.199586446,-0.085159537,0
-0.142375685,-0.111379502,0
-0.027624688,-0.009108404,0
2.9315742252,-2.219262258,1
0.107502973,0.3626663958,0
0.8943961424,-2.388592138,1
0.8049354826,0.6687768229,0
-1.522095097,2.0516872668,1
-1.059067848,-3.384385129,1
-2.450583826,1.8325586922,1
0.0246668891,0.7284054648,0
-0.025932872,-0.087651435,0
-0.291048654,0.3356708906,0
3.6237026803,-1.434829379,1
1.7915929754,1.6984789752,1
0.7046359342,-3.19274642,1
-3.398314207,-0.964611955,1
0.5495855119,3.2972117271,1
-3.819328793,0.6508606429,1
2.661669459,-0.535356805,1
1.0949904555,-0.30771192,0
0.0327936718,0.0492968198,0
-2.039223251,-2.457451505,1
-0.426215084,-0.065927273,0
0.6499257056,-0.489993166,0
1.9172450209,3.1384252319,1
-0.625703051,-2.524402885,1
-2.929352374,-0.928603384,1
-0.078740894,0.2314218799,0
3.4621719638,0.7501783986,1
-1.511090777,-3.103662233,1
0.5793856636,-0.20574634,0
0.3256984176,-0.31065704,0
0.5314037733,-0.996086191,0
-0.424657142,-2.998606818,1
-0.99883486,0.6755332626,0
1.6254448594,-2.114110487,1
1.097558652,-0.048539407,0
3.3642340234,0.8949093237,1
-0.943727915,-3.061296569,1
0.0840448711,0.4478125615,0
0.6682845089,0.038726256,0
-0.411235537,-0.267196187,0
-0.436988317,0.2096351358,0
2.665006539,0.5308017491,1
0.2190787364,-0.041775923,0
2.8906737687,0.8827560315,1
0.4556230132,2.8119101922,1
0.8766525636,0.313179613,0
0.3871372219,0.1216820752,0
-0.183322045,-0.991799017,0
1.4783242886,3.1520628983,1
-0.02633898,-0.105028407,0
3.2310624111,0.4951071196,1
0.2779806208,1.0734420817,0
2.6108318921,1.0945121804,1
-0.777508311,-0.84908179,0
-0.449999495,-2.875133754,1
-0.188590008,2.4915239243,1
-3.614309314,0.4005558871,1
3.6247225448,0.9336342122,1
0.7612477651,0.6586526594,0
-0.60292163,0.4838765779,0
0.4273978653,0.2020011345,0
-3.034790735,0.8874266945,1
2.7945447007,1.6312174065,1
0.2993021569,0.075950584,0
0.0488575135,-1.185092151,0
-3.115098593,0.2496516161,1
-0.373550411,0.5137446128,0
-0.598102622,-2.514435612,1
3.0596642777,-1.844516248,1
-0.964172393,-3.01480958,1
0.7493450761,-0.437487309,0
-0.642316914,-2.762906828,1
-0.986948637,-0.532819747,0
0.3513987565,-0.637495626,0
0.1642106873,0.9286581279,0
-0.469877331,2.4190388315,1
-2.788472392,0.6623115072,1
0.4742722789,-2.649760677,1
-0.291582813,3.2101770664,1
-1.219765083,-2.810327998,1
0.7214783279,0.0979055998,0
-1.116539632,0.2882057791,0
-0.383952026,-0.743948972,0
0.2368453026,-2.452456607,1
0.2290839457,-3.466609581,1
2.4314319344,-0.622781165,1
-1.035082739,-0.567125691,0
-1.176985399,-2.168454574,1
0.2543656888,-0.543653442,0
1.2541894357,-2.907783827,1
0.5923035584,3.2447354774,1
-3.471223206,-0.295249679,1
-0.248995594,0.6490652433,0
2.8060214306,1.6184777691,1
-0.477631361,-3.020730027,1
2.7437152652,-1.075334523,1
-0.375527798,-0.022741472,0
0.144635307,-0.050386892,0
-0.697797673,2.830451715,1
-0.975044661,-0.516526809,0
1.5690034295,-2.210604957,1
-0.699366599,0.142543072,0
-0.283073054,2.8846282247,1
0.0445834501,0.1163640173,0
-0.386892095,-0.469571704,0
-0.477450922,0.552039928,0
-0.103483402,-0.208188897,0
-0.017253012,0.092403271,0
-0.059820171,2.538600863,1
0.5565125604,-0.824555149,0
-0.935758839,-2.636168173,1
0.0990709505,0.1673426829,0
0.2124942898,-0.471273012,0
2.7914656631,-0.675062186,1
-0.506988876,0.3471464751,0
-0.092809755,2.9958104403,1
-0.510516174,-0.133384196,0
0.2725271758,-0.495252767,0
-2.185401619,-2.748514658,1
0.3905993197,0.6744151442,0
2.2662190095,-1.935113861,1
0.3178232227,-0.517777496,0
-0.029592697,-0.012827144,0
-1.534004778,-3.12222914,1
-0.00603233,-0.011968364,0
-0.329440311,0.8405808057,0
0.383370531,-0.537681161,0
-2.143353947,1.4475445422,1
-1.848336667,1.9753255424,1
-0.506337746,-0.239828917,0
0.104009437,0.1237354602,0
2.0991329475,2.9646422662,1
-0.153889019,3.2848291357,1
0.022333092,0.429620939,0
0.9065470522,0.5967788478,0
-1.677504604,-3.468487044,1
-0.692851523,-0.330555488,0
-0.192949467,0.0733434493,0
2.6641755824,0.6775629732,1
-1.132829284,-0.37465205,0
3.6676806991,-0.757350979,1
1.8626553343,-2.108791055,1
0.7331850614,0.6123571873,0
2.9759626394,-0.571772171,1
-0.0298539,-3.088497988,1
-2.226860604,2.9366053821,1
-0.000187804,-0.02084333,0
3.7453734261,0.0037376201,1
2.6531601925,-1.398758278,1
0.7504712025,0.2756662225,0
-1.177237193,2.5621959257,1
0.0070725248,0.0417691084,0
-0.394057595,0.284663171,0
-0.261027092,-1.070390579,0
1.3432154888,2.7805870657,1
-3.138552048,0.1472756066,1
-3.281650471,0.1871364005,1
-3.52874937,-1.537838537,1
0.3471292883,1.0975689494,0
0.1652935706,-0.09713788,0
-3.478367793,0.6742741194,1
2.637728418,-2.360224897,1
-1.796006684,3.0218685924,1
-0.731529406,2.3721293507,1
-0.208837558,-0.264643876,0
0.0901902194,0.5353273549,0
-0.598448995,-1.008797492,0
1.5566837063,2.8997782655,1
2.4608848004,-2.420338741,1
-1.129482033,-0.437700566,0
2.4327050529,-1.907816737,1
-0.802312543,0.8822619806,0
-3.007008538,0.4083205869,1
0.0570299866,-0.064021457,0
0.1608126456,0.0247428116,0
-3.51962604,-0.211039246,1
1.5941900514,2.8927643985,1
1.8398924262,-2.328091974,1
-0.536738008,-3.727596507,1
0.1627044404,0.2200763259,0
-0.451601431,0.2237908247,0
0.7184391578,-0.044017802,0
0.8628185395,0.835250653,0
-0.108478964,0.3302532516,0
-0.528446965,0.3600355278,0
0.2853854919,0.5060249534,0
-1.780724504,-3.228486545,1
-0.942597344,-0.429929514,0
-1.637701434,2.8336782121,1
2.2671555328,1.9603486665,1
0.3911528971,-2.819677315,1
-0.488092439,-2.805096039,1
-3.251746626,0.5055308035,1
2.0952422796,-1.299024641,1
2.8289412625,0.8087996871,1
0.3437564722,-3.730918132,1
0.6073408211,0.3374695846,0
0.6142789294,-0.3784273,0
-2.54728637,1.4380069668,1
-2.516300665,0.445138197,1
2.4590741106,0.1492931851,1
1.8307401169,2.1753952892,1
-0.132687917,0.7785671758,0
2.5494048552,-0.528084899,1
3.7106750014,0.1798829377,1
-0.84214255,0.5423898251,0
-3.533831495,0.5226362339,1
1.9691264835,-2.321151639,1
-0.213900102,-0.209449279,0
3.0131653939,-0.083117472,1
-0.002069127,0.0041686548,0
3.2577016218,0.0162305461,1
-3.740112563,0.8555737693,1
-1.758213587,2.4698533975,1
-0.628699466,-0.226663834,0
0.3192106278,3.7669758448,1
-0.264798574,3.0813124469,1
2.7280285233,0.1882740964,1
-3.602712667,0.3423057944,1
-3.397318976,1.7505143129,1
2.5636398794,2.1685594596,1
-0.33332576,0.5629292177,0
0.205838477,0.4360825927,0
0.3111675803,-2.460064973,1
-3.425806557,-0.417042567,1
-1.389405199,2.2927337064,1
0.7061920355,-0.336212241,0
-1.144861991,2.4263983999,1
0.862440682,-3.784580951,1
0.2813369834,-1.030031082,0
3.3242365643,0.5677257624,1
-0.074988555,0.2967992322,0
0.0518719606,-0.201298868,0
1.6296604546,2.3948315426,1
2.7441814609,1.6540214483,1
0.6452686823,-3.09741408,1
-3.730275826,-0.944952127,1
0.6794990635,-0.054789255,0
-1.47513331,3.3303495306,1
2.5556685133,2.4066321118,1
-2.899028103,-0.689520386,1
0.0223633422,-0.041466699,0
0.6122017006,0.5808546227,0
0.0210006991,0.1012734159,0
-1.860227609,2.7279567613,1
-1.128447601,-2.295587089,1
-2.120466545,2.3572526266,1
-0.387455996,-0.179874865,0
-2.696048763,1.0420934183,1
-0.008545765,0.0346810126,0
2.2882182169,-1.528354365,1
0.1522742916,-1.138478301,0
-2.79847079,0.6349557242,1
2.8006943331,-2.675322924,1
0.8467214372,-2.665707854,1
0.562744512,-1.090514807,0
2.1304146739,-1.976403727,1
-0.860434124,0.4671040569,0
-0.862906991,-2.800145414,1
0.5360464634,0.4745358922,0
0.0048759179,-0.042867543,0
2.7746566757,2.144074508,1
-0.77375984,0.8283220972,0
0.0075159771,0.6988381008,0
-0.347501662,0.3013024144,0
2.3916493806,2.8013264161,1
-2.491442464,-1.757464054,1
-1.406310064,2.6304081722,1
0.0061168911,1.0129285611,0
-3.166277738,1.3451580782,1
0.1279997105,-3.525265931,1
1.217448872,-2.566004114,1
-3.374240072,-0.189278963,1
3.2130481273,-0.0092958,1
-2.790908384,1.1707871036,1
3.3047695886,-1.190923185,1
0.2324752301,0.590682781,0
3.5527163271,1.0804455053,1
-0.392254676,0.3045703182,0
-0.043140239,-0.013180986,0
1.0856672562,0.0282428969,0
0.182826064,0.3212319097,0
-2.008265799,-3.213605088,1
0.0926099135,3.9089253308,1
0.2257208325,0.0463557809,0
-0.028745927,-0.121853497,0
2.2584394,-1.758143642,1
0.3693034203,-0.885448875,0
2.8318031522,1.658279629,1
1.1856732134,2.2452050077,1
-2.72515013,0.2776930383,1
-0.070738052,-0.762866915,0
-2.581431724,-0.422390108,1
0.1291722484,-3.004067605,1
1.2000789918,0.1505717145,0
-0.59401791,0.8815180496,0
-2.92427232,-0.532657567,1
-3.897647939,0.4066640518,1
2.9856269705,-1.639237016,1
-2.968635666,1.0690643125,1
3.4557499925,0.9556629636,1
3.804347051,-0.380233089,1
-1.690293256,-1.789287555,1
-2.376756738,-0.70749828,1
0.4662564066,0.5841470042,0
0.3157465081,0.2475653932,0
-0.101327088,2.6300198482,1
-0.157950033,-0.01641882,0
0.0088984491,0.0776448727,0
0.6967032998,0.6159539955,0
3.5049432138,-1.034689562,1
2.5159128902,-0.257304992,1
0.1721956357,0.7712421386,0
-3.069747757,0.9688555775,1
-1.995532419,-2.248074344,1
0.0809707721,0.261625136,0
-3.267467001,-1.129557538,1
-0.193605026,-0.827371978,0
1.0485479339,0.3845247353,0
3.2549083054,1.8934837674,1
0.8242973988,-3.640471284,1
2.4951163673,1.9798215686,1
-0.097108799,-0.019762809,0
-0.038486585,0.044273488,0
0.8161553319,0.1938668217,0
-0.1967758,-1.208330899,0
-0.166974227,-0.622077417,0
0.5505293891,2.597112659,1
1.2804777918,-2.89988265,1
-0.635794221,-0.802493699,0
-1.026117201,-3.497673221,1
-0.827477816,0.5699973737,0
-2.953604521,1.6855021558,1
-2.52543015,0.8972844745,1
-1.690685417,-2.582611791,1
-2.529216424,0.0485762239,1
-0.841022602,0.4149431922,0
-0.671400567,0.3937284632,0
-3.500261247,1.5682663092,1
1.9621097847,-1.683176905,1
-0.326878631,-3.150951587,1
0.9855377878,-0.538878984,0
0.0663505274,2.7688554613,1
0.4121426818,1.0278304567,0
-0.486051035,0.6103227665,0
0.1888598302,0.5188031941,0
-1.985651147,2.4748187014,1
3.2913489931,-0.200363259,1
-0.509973519,0.9888692939,0
0.8228973095,-0.58588685,0
0.3788449746,0.083222211,0
-3.599354144,0.364724602,1
2.7731053651,-0.740749237,1
1.5726323029,-2.14649413,1
-2.594941037,-1.320866672,1
-2.277571603,-1.078946145,1
-2.834731747,-1.709413038,1
0.9493675148,-0.537765265,0
-0.288287643,0.3640215497,0
2.2884164271,-1.163278368,1
1.1695257121,2.3971096498,1
-0.479952225,0.092554413,0
-0.056889575,-0.013537752,0
0.8320999778,0.3935835231,0
-0.077088329,0.5166669856,0
-1.218263731,2.3262082791,1
-0.081102394,1.2003643615,0
-0.345215669,-0.726685595,0
-0.017493722,2.9056953368,1
0.1905035927,0.4347252804,0
0.3014527295,3.4067251805,1
-0.008545988,-0.022945017,0
2.4558871162,1.6724800276,1
-3.649462026,0.1677674086,1
1.8391376056,1.7754817956,1
-0.237723694,0.5144836624,0
-1.033009458,2.8037538272,1
0.0463903753,0.131423868,0
1.569203454,-2.572212334,1
2.0556187879,-1.62330816,1
0.1176872948,0.0465584836,0
-0.46501846,0.6541110856,0
0.1058350322,-3.567906721,1
3.0493338394,1.8474253657,1
0.596245672,-0.577970777,0
-0.574275134,-0.982870755,0
0.4663601565,0.4259120608,0
2.4467898276,1.2379987146,1
2.6718794983,-2.311172904,1
0.6116871456,-0.634336811,0
0.1973448741,1.1810393209,0
-1.269253129,-2.450088719,1
-1.11322824,0.4829749407,0
-3.29617594,0.8344578513,1
0.8348333237,0.3653916657,0
-0.233996748,3.5900288076,1
-0.096832672,-0.392891609,0
-2.279572257,1.2853949045,1
3.0251499142,-1.753763672,1
0.2724582316,-2.554494215,1
-0.104369645,0.0200234628,0
0.5445176848,0.1433985144,0
0.5606354871,-0.06585416,0
-0.995250486,0.5245930042,0
0.7175580888,-3.227664703,1
0.0492571342,0.4631895078,0
1.9652431903,-1.563127585,1
2.3918063901,2.9903121016,1
2.1981513707,-1.927156656,1
0.3798847853,0.2252320216,0
0.4183807045,0.1340500822,0
-3.104995163,1.5474965905,1
-0.036086723,-0.027469327,0
3.0006298795,-2.503756372,1
-1.056040786,0.3750745226,0
-2.366671162,2.7533446677,1
-2.778276856,1.7370371404,1
2.4434405053,-1.336243007,1
-2.531679135,2.699332663,1
0.1327937424,0.121770579,0
-2.991036148,-0.94261707,1
-3.087815944,2.079118087,1
-0.081593467,-0.039449844,0
-2.433091785,2.6400552313,1
0.692053733,-0.370988556,0
-0.174363605,-0.458584628,0
-0.330399977,-0.15320644,0
-0.728175098,3.1557695321,1
0.7519981984,-0.488736733,0
0.8029509656,-0.300636599,0
-2.536626961,-1.526340334,1
-0.930165995,-3.522869493,1
-0.107251971,-3.027805437,1
-0.677049286,-3.813181605,1
0.0547090746,-0.339510617,0
0.2310768559,0.1281445033,0
-0.144672621,-0.810558157,0
-2.466717167,-2.136801078,1
-0.778543444,-3.294974516,1
2.7987396404,-0.216418881,1
-0.945850568,0.069374993,0
0.3288471081,0.4233682369,0
-2.195958274,-2.975829817,1
0.866770027,-0.572279019,0
3.0604422974,0.8921560705,1
-3.165041359,-2.060180774,1
0.213575645,0.037010432,0
-0.549397423,0.2269036066,0
-0.010037055,-0.027164154,0
0.7533429766,0.1218657791,0
-0.378409717,0.3861322839,0
-2.832037144,-2.14078717,1
0.0728939158,-1.178293412,0
-0.042948504,0.0770854463,0
1.7803419477,2.4988695333,1
-3.108618961,-1.627617726,1
-0.029358713,0.7773700229,0
-0.574756891,0.2516636677,0
0.3596409903,0.5150050517,0
0.2544541295,3.7592446545,1
-3.464969859,0.7899014077,1
-0.356311058,0.1998568541,0
-2.250853135,-1.58427767,1
0.6385476041,1.0313960335,0
0.1269899833,-0.46751146,0
0.9504957234,0.0055836134,0
-0.444373209,-1.095204572,0
0.0419196899,1.0038565318,0
2.433751822,-0.382723782,1
-1.890964902,2.0970437478,1
-1.04437386,0.4954179211,0
3.414942945,-1.263593814,1
-2.771170757,-0.3871687,1
0.1674694959,0.2149940368,0
-3.361916397,1.8008060012,1
-0.558426589,0.4946096085,0
-1.283954679,-2.670139009,1
1.5354055974,2.7887600719,1
-0.011010218,0.0550915102,0
-2.400659128,1.2122979138,1
3.4490001141,1.1522895692,1
2.4078006955,1.2745911315,1
-1.51953281,1.9860153742,1
-0.260079135,-2.488900034,1
-1.531529847,-2.589065745,1
-0.888140292,0.5128977295,0
-0.625284256,-0.324642503,0
-2.383805043,-1.469912675,1
-1.958536257,-2.130060226,1
0.9081796546,2.9491350654,1
1.9456912008,-2.754280621,1
-0.219857043,0.4553594678,0
0.3664189825,0.0252090909,0
-0.236662847,-0.187189664,0
-0.579597882,0.6021457523,0
-0.045155373,1.000295102,0
1.7498004328,-2.5104614,1
-2.612510028,2.0209403737,1
1.0306106202,-2.971587146,1
-1.098420082,0.0227620337,0
0.0563534856,-0.064914596,0
0.8131294052,-0.375929688,0
-0.111768445,0.3679028329,0
-1.92118849,-2.408234711,1
-0.031431867,0.3810306368,0
-0.256757333,0.3361672345,0
-1.576729289,2.6801848269,1
-0.182701136,-0.482569301,0
1.3984281005,2.8494392544,1
-0.004883314,-0.000720595,0
0.0645599551,-0.570519254,0
0.0170240557,-0.541491577,0
-1.091787982,-0.024625693,0
0.8347537035,-0.27171254,0
1.8679694361,-3.037149584,1
0.2017369717,-0.007082236,0
0.2700652413,1.1385578181,0
0.1772528854,3.7525661036,1
-0.156358071,-0.690419904,0
-0.138468386,0.3064336789,0
-0.679525618,0.638180413,0
0.2394601218,0.3605573845,0
0.4780763613,0.7650433511,0
2.5888256117,1.5156890366,1
-2.86085505,-0.262198106,1
2.5614301491,-0.938188071,1
0.8466186399,0.6268664657,0
-1.652394094,-2.03512238,1
2.9978643014,0.8721549142,1
3.1214117613,-2.028635157,1
-1.554794193,1.9160120692,1
2.8431133217,0.1190268611,1
-3.79026665,-0.731812845,1
1.0489149178,0.0729817651,0
-3.027745866,-1.043601881,1
-2.492385497,-1.930276595,1
-2.962981991,-2.376342338,1
0.5444229335,0.1388972727,0
0.093150059,-0.066832193,0
0.1366569607,0.1021476403,0
2.8602647443,0.1777164889,1
2.5941156938,-1.038226848,1
3.13751213,-2.182588003,1
0.0950419757,-0.627816194,0
-0.860254377,3.4498823536,1
3.1474577894,-1.020260465,1
2.842762939,-1.235984714,1
-2.327200716,-1.197393293,1
0.1476551104,-3.133860138,1
1.7755935647,-2.320906655,1
2.7666219974,1.5543815475,1
0.231514609,0.738009445,0
0.0761785307,0.1554815911,0
-3.543618746,-1.658525388,1
-0.074426526,-0.263884366,0
-0.293817155,0.6643639335,0
0.5094208985,3.6951249751,1
0.5031019567,0.0892456221,0
-3.186381123,1.8140614555,1
2.7085983431,-1.237380112,1
-2.530258153,0.4474322727,1
-2.479232295,-1.422824763,1
-0.775707906,-0.057809842,0
-0.035093844,0.1406635012,0
-2.688211411,0.9821133984,1
0.3644737622,0.4053370526,0
-0.839367766,0.0808906648,0
0.5507528186,-3.419536347,1
-0.537736348,-0.976836333,0
1.0335396759,0.247932763,0
3.2230040488,0.2591599448,1
0.0794999459,0.3470502816,0
-1.105131707,-0.036822973,0
-2.451211904,0.5530444043,1
-2.799108222,-0.206227497,1
2.5277851322,1.2020488072,1
-0.949402994,-0.27770364,0
0.4725316691,-0.49368161,0
2.9358394323,1.8373580506,1
3.3895632181,1.8469596704,1
0.657719426,-0.868550293,0
0.2242113378,0.0237097343,0
0.849276323,0.5806192343,0
-0.640573967,-0.36546694,0
-2.596574893,-0.239372872,1
-3.718529619,-0.336708898,1
2.5430387467,-2.094436433,1
-2.43289689,2.7950979164,1
0.0603723376,0.0668948815,0
0.0036043812,-0.000456243,0
-0.076855766,0.3919914987,0
1.920856542,-1.697224895,1
-1.083548399,0.4556727419,0
3.4354350823,1.0050406413,1
3.4325664704,-1.0483588,1
2.7791206202,2.3696293733,1
-0.514034212,-0.903360774,0
-0.521906034,0.2535617882,0
0.0833398822,-0.042504158,0
3.2001107825,0.762230027,1
-2.77114879,-1.278725272,1
-0.332487851,0.2836946154,0
0.1301995082,-1.012931042,0
2.3692385261,1.6788994306,1
0.0834706904,0.216910482,0
-0.693870466,0.2334153324,0
0.8285312315,2.877066354,1
0.7309437057,3.1118760477,1
-2.869165303,-0.792021107,1
0.636050488,-0.167599952,0
-0.986796267,-2.437646156,1
2.4238153905,0.4986651133,1
-2.479186098,1.4428629173,1
2.1293770798,-2.904518353,1
-1.519997061,2.9248589543,1
-0.038204072,0.1417204903,0
-0.364674495,-0.18172648,0
-0.165618603,-0.587758097,0
-2.939237923,0.1908776263,1
0.3133645951,0.7408361907,0
-0.073257209,0.0226131263,0
-0.353018921,0.5246245113,0
-0.093511293,0.0950169944,0
-2.437717204,-2.399061284,1
-0.034763117,0.0249764198,0
-0.397367826,0.243970998,0
2.6414657396,0.2655609203,1
1.2356917896,2.5511896258,1
2.6734884748,-0.245158582,1
2.138533913,1.9679641306,1
0.5098650894,3.4242636415,1
0.5036181147,0.0691283074,0
0.1541644213,0.3088700171,0
2.6790702556,-2.082243874,1
2.7636231906,1.0047154802,1
0.6756068916,0.7464599542,0
0.0392903578,-0.86932342,0
0.0002508472,0.0173663512,0
-0.201343689,-0.478371707,0
2.5599574754,-2.463504433,1
1.0325960386,2.887128138,1
3.0502089071,-1.434198264,1
-0.74120134,0.3137735541,0
0.5813932023,3.6478195369,1
-0.759506362,-0.03205082,0
0.2588491465,0.6047822351,0
1.0763890781,2.9692123182,1
-0.83014798,0.5241161297,0
0.591225728,-0.485113887,0
0.1504300364,-0.388773345,0
-0.07616922,0.0369141193,0
-0.119244216,2.6276825467,1
0.1857193781,0.3269268225,0
-0.361210099,-3.526294922,1
-0.933555304,-2.350166951,1
0.1625227718,-0.750128319,0
2.2542801025,-3.049638263,1
3.2128922863,-0.806276486,1
-1.77495404,2.9126178148,1
-0.540364983,-2.892174428,1
1.5050680227,2.7753760048,1
-3.064948489,0.4264127118,1
-0.332982794,1.0583669881,0
-0.654751485,2.4659492724,1
-0.487780844,-0.707474672,0
-0.442415239,-0.914133323,0
-2.948627495,1.097751938,1
-1.983520656,-1.981836257,1
0.4879919125,-0.346433268,0
-1.075725952,2.3052931377,1
2.9736793426,-0.177102488,1
-3.183440075,2.0918548903,1
0.0519614897,0.4179357146,0
0.7980092673,-0.762724943,0
0.4397315326,3.4390955388,1
0.0760090188,0.0106370891,0
0.3347598496,0.4094080097,0
3.3620857385,-1.501376715,1
-0.381065196,0.5623427212,0
-1.77597289,1.7953594042,1
0.4670977003,0.8858308103,0
-1.674413562,3.1035425565,1
-0.057132668,-0.375367263,0
0.7344721304,0.0613973495,0
0.4748070261,0.4772835693,0
-0.429401477,-0.962923889,0
0.0149450724,-0.754415163,0
0.2167854048,0.0938122425,0
3.4971931775,0.8833247731,1
0.3090968967,-0.805299493,0
0.9567761889,-3.27035506,1
-0.402723102,-1.145394139,0
1.7131224781,-2.970144917,1
3.4900832418,0.9564494494,1
-0.412084334,0.3181466756,0
-1.749171828,-1.969913329,1
-0.315462032,3.0127189914,1
-1.643390687,-3.459111142,1
0.4264073698,2.8305792841,1
2.799804389,-2.446274792,1
1.8365407521,2.1412020068,1
-0.004599008,-0.264008211,0
-1.156566296,2.7489486556,1
-1.031350584,0.4286418168,0
-0.912605036,-0.120485255,0
3.4872272364,-0.297668667,1
0.5281278193,-3.012528478,1
1.5125436479,3.1562953603,1
-0.932705019,-0.006723079,0
-2.112744207,-2.833847849,1
1.9490568858,-3.340907275,1
-2.487786893,0.867705577,1
0.0914039672,-0.254194183,0
0.4952897631,-1.111487042,0
0.4794653267,0.4396141167,0
-0.566212869,0.3424274056,0
1.8927009799,-2.425381032,1
-1.987687509,-2.207352017,1
0.1525672569,3.2258343165,1
0.6863833316,-0.421700717,0
-1.561352356,-2.127103099,1
-0.962606685,3.4257853757,1
-2.794817816,-1.96121556,1
0.3637389089,-0.452319845,0
-2.182015967,-2.05116468,1
-3.088419585,2.0665205796,1
0.1096077069,-0.470971024,0
-0.502386297,2.9456128115,1
1.5977951567,2.5752570951,1
-2.518458545,-2.229082562,1
-0.115389531,-0.261586899,0
0.0583230341,0.1350051031,0
-0.526810009,-0.630711591,0
1.5235102586,-2.2638904,1
0.4587509084,-1.099134136,0
0.5034311001,-0.138840171,0
-0.491989735,-0.525004109,0
-0.036141529,-0.246988661,0
0.4400505212,0.3901080636,0
-0.28221317,-0.509423226,0
0.5650850221,0.8264770006,0
-0.096431682,-0.637544771,0
2.4181143906,-0.929199875,1
-0.899780554,-0.281545951,0
-2.63877679,-0.95789868,1
0.0053738876,-0.506727309,0
2.8238206542,2.6236168396,1
-1.595664135,-2.293865626,1
0.8829649951,0.8400155498,0
0.6645402398,-0.979582064,0
-2.917074364,1.2019391625,1
-1.7522374,2.9709708777,1
-0.222578395,0.4548234335,0
-0.020122005,0.1701464105,0
0.1292716023,-0.174871228,0
-0.803127542,0.0997585731,0
2.5472555495,1.3165897198,1
-0.725271293,-0.867464522,0
-2.049497749,-1.808743688,1
0.0858745588,0.1554495906,0
2.8027587907,-0.142980011,1
-1.895766609,-2.213905761,1
0.1543253735,-0.107759464,0
-1.722993647,-3.160837572,1
-0.824836193,-0.523797259,0
-3.322656672,-1.735231016,1
-2.200098005,-1.762408113,1
-0.065239746,0.1079246174,0
-2.842685655,2.0311085906,1
3.3821997981,-1.925415487,1
2.0986049036,-2.27288346,1
0.3821618442,-0.457075819,0
-0.00506186,0.1200405881,0
1.9581834579,-1.51182981,1
-0.014180833,0.0107695394,0
